,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),Unchanged(ha),Low_Severity(ha),Moderate_Severity(ha),High_Severity(ha),FuelTreatment,TSLF(months),PDepth>0.01in,PDepth>0.1in,PDepth>1in,SDepth>1in,DaysT<32d,DaysT>70d,DaysT>90d,HighestDaySnow,HighestDayRain,HighestDayTemp,TotalRain,TotalSnow,AvgMonthMax
647,CAMP ROBERTS,35.744,-120.802,2016,5,1785.87,0.63,318.24,1442.61,24.3,0,0,40.142857142857146,23.571428571428573,3.5714285714285716,3.6219934355604733,0.0,254.9,88.63333333333334,69.93284063216659,27.25714285714285,42.85333333333332,308.15714285714284,374.4655954594603,25.62400000000001
648,WHITE BLANKET,35.747,-118.177,1994,6,1037.43,1.08,174.24,721.8,52.29,0,0,29.818181818181817,15.272727272727273,0.0,0.0,3.857142857142857,207.85714285714286,93.42857142857143,0.0,13.309090909090912,39.9,130.0545454545454,0.0,23.49857142857143
649,JAMES,35.749,-118.398,2007,4,841.86,0.0,0.18,831.42,0.72,0,2,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.5,202.5,64.0,69.93284063216659,54.812286799367186,42.5,548.5262273578717,374.4655954594603,22.095
650,QUINN,35.756,-118.896,2011,6,1319.22,0.0,87.48,1220.13,11.61,0,1,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.7142857142857143,163.14285714285714,53.07142857142857,69.93284063216659,54.812286799367186,37.14285714285715,548.5262273578717,374.4655954594603,21.24
651,DEVIL,35.757,-119.997,2006,6,459.09,170.46,34.38,218.43,32.58,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.0,216.0,102.0,69.93284063216659,54.812286799367186,44.45,548.5262273578717,374.4655954594603,24.37
652,SIERRA,35.763,-118.406,1996,6,464.04,0.0,201.06,254.25,0.27,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,3.138077881268154,194.99819191814728,61.23320956669523,69.93284063216659,54.812286799367186,39.51175228921307,548.5262273578717,374.4655954594603,21.800804610486804
653,CALDWELL,35.765,-118.381,2017,9,615.06,0.0,344.61,201.87,18.72,1,0,41.0,27.0,4.0,3.6219934355604733,0.0,190.0,60.333333333333336,69.93284063216659,70.4,38.49999999999999,424.8,374.4655954594603,21.763333333333335
654,FAY,35.765,-118.286,1987,8,4117.86,1.44,1534.23,1582.29,738.09,0,0,53.0,26.0,1.0,0.0,0.0,227.0,116.0,0.0,29.7,41.1,263.4,0.0,25.58
655,UNNAMED,35.768,-120.831,2005,6,517.14,2.97,39.42,446.94,27.72,0,0,64.0,31.0,1.0,3.6219934355604733,0.0,235.11111111111111,84.66666666666667,69.93284063216659,36.1,41.46666666666667,360.80000000000007,374.4655954594603,24.933333333333334
656,PARKFIELD,35.778,-120.674,2017,7,756.99,36.72,76.5,569.16,74.34,0,0,57.666666666666664,36.0,3.6666666666666665,3.6219934355604733,0.0,248.70967741935485,104.90322580645162,69.93284063216659,39.53333333333334,45.77741935483869,430.90000000000015,374.4655954594603,25.969354838709677
657,SAND 2,35.783,-117.966,2010,7,440.37,0.0,115.38,211.68,18.9,0,13,31.272727272727273,19.954545454545453,1.1363636363636365,4.0,3.3636363636363638,199.1818181818182,94.45454545454545,104.0,37.42727272727273,40.89090909090908,214.88181818181818,295.0,23.284545454545455
658,CEDAR,35.791,-118.571,2016,8,11813.4,6.75,1565.37,3067.83,7104.33,1,0,49.0,38.0,6.0,3.6219934355604733,0.0,200.91666666666666,56.083333333333336,69.93284063216659,65.29999999999998,38.300000000000004,557.8999999999999,374.4655954594603,21.916666666666668
659,STORMY,35.804,-118.526,1990,8,9373.77,7.74,884.07,2900.52,5468.13,0,0,33.57142857142857,24.071428571428573,1.2857142857142858,4.5,2.0,195.0,40.0,97.71428571428571,24.11428571428571,37.800000000000004,257.38571428571424,302.14285714285717,21.87
660,UNNAMED,35.807,-120.817,2000,6,647.82,0.09,0.0,647.73,0.0,0,1,53.46153846153846,29.53846153846154,0.23076923076923078,0.0,0.0,220.62962962962962,70.29629629629629,0.0,23.623076923076926,43.98518518518518,336.1923076923077,0.0,24.158888888888892
661,HWY 33 II,35.807,-120.016,1996,5,1357.56,170.91,88.2,1072.44,3.06,0,0,40.875,21.75,1.0,0.0,0.0,223.0,95.5,0.0,58.300000000000004,41.95,242.0,0.0,24.64
662,TURKEY,35.81,-120.32,2018,8,938.25,4.95,82.26,751.59,99.45,0,0,35.18181818181818,21.363636363636363,5.0,3.6219934355604733,0.0,249.3846153846154,87.46153846153847,69.93284063216659,52.6,42.07692307692308,333.73636363636354,374.4655954594603,25.71
663,KINGSTON,35.81,-115.916,2005,7,1512.99,0.0,771.93,698.76,0.0,0,0,39.95454545454545,25.09090909090909,1.4090909090909092,0.4642857142857143,0.0,234.5,102.0,17.642857142857142,32.56818181818182,45.85,274.45000000000005,23.678571428571427,25.59
664,BULL,35.812,-118.45,2010,7,6979.05,45.36,2764.89,3681.0,420.3,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.0,167.5,57.5,69.93284063216659,54.812286799367186,39.45,548.5262273578717,374.4655954594603,20.810000000000002
665,UNNAMED,35.814,-120.797,1998,6,3621.78,79.47,2905.47,626.67,9.99,0,0,74.44444444444444,42.25925925925926,3.259259259259259,0.0,0.0,187.89285714285714,59.75,0.0,34.911111111111104,44.52499999999999,505.48888888888894,0.0,22.822499999999998
666,ALPAUGH,35.821,-119.511,2006,5,607.86,0.72,143.64,437.13,26.37,0,0,41.96296296296296,20.333333333333332,1.0,0.0,0.0,220.0,120.0,0.0,30.5,43.300000000000004,181.40740740740745,0.0,25.35
667,BALES,35.821,-118.994,2010,6,409.77,0.0,0.0,409.77,0.0,0,1,51.09090909090909,38.27272727272727,2.3636363636363638,0.0,0.0,213.0,104.0,5.909090909090909,58.43636363636362,43.3,549.0818181818183,17.727272727272727,24.04
668,UNNAMED,35.83,-120.796,2000,6,735.48,2.52,0.09,732.78,0.09,0,0,52.333333333333336,29.333333333333332,0.3333333333333333,0.0,0.0,222.36,73.12,0.0,24.3,44.263999999999996,329.3,0.0,24.338800000000003
669,TURKEY,35.831,-120.282,2012,7,1095.57,9.63,0.18,563.76,522.0,0,1,38.0,17.5,1.0,3.6219934355604733,0.0,231.0,115.61111111111111,69.93284063216659,27.799999999999997,43.02222222222221,175.45000000000002,374.4655954594603,25.731111111111108
670,YORK,35.851,-120.179,1994,6,414.9,10.53,45.81,325.8,19.53,0,0,41.666666666666664,19.666666666666668,0.6666666666666666,0.0,0.0,228.25,122.33333333333333,0.0,25.599999999999998,42.06666666666667,167.80000000000004,0.0,26.41
671,CHIMNEY,35.855,-118.025,2016,6,597.6,0.0,64.26,151.02,127.89,0,48,12.0625,5.375,0.25,0.0,1.6470588235294117,246.8235294117647,110.76470588235294,5.0,20.63125,43.42941176470589,60.425,5.0,26.06235294117647
672,UNNAMED,35.857,-121.391,1985,8,2940.75,27.63,1455.75,1081.89,332.37,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,3.138077881268154,194.99819191814728,61.23320956669523,69.93284063216659,54.812286799367186,39.51175228921307,548.5262273578717,374.4655954594603,21.800804610486804
673,UNNAMED,35.861,-120.561,1985,7,614.16,1.17,90.99,457.92,61.74,0,0,31.0,17.5,0.5,0.0,0.0,222.0,80.0,0.0,23.250000000000007,41.7,161.45,0.0,24.01
674,BRYSON,35.863,-121.043,2009,8,1498.59,0.0,334.35,1010.7,144.99,0,0,56.14283365876301,36.1994151940461,5.518378384741276,0.0,0.0,243.66666666666666,103.66666666666667,0.0,54.812286799367186,43.699999999999996,638.9,0.0,25.77333333333333
675,GOLDLEDGE,35.878,-118.428,2007,6,1686.78,0.09,269.37,1123.83,245.16,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.5,202.5,64.0,69.93284063216659,54.812286799367186,42.5,548.5262273578717,374.4655954594603,22.095
676,FLAT TOP,35.899,-120.134,1984,5,2706.75,172.62,0.0,996.57,477.09,0,0,25.75,10.75,0.0,0.0,0.0,244.0,127.0,0.0,15.374999999999996,42.8,88.82500000000002,0.0,26.119999999999997
677,HWY 41,35.901,-119.999,1996,5,2110.77,86.67,160.74,1621.17,206.46,0,0,43.92307692307692,23.384615384615383,1.4615384615384615,0.0,0.0,238.75,116.0,0.0,55.030769230769224,44.025,255.7153846153846,0.0,26.027500000000003
678,LOWES,35.903,-120.563,1985,7,1096.65,12.51,826.92,243.45,9.45,0,0,30.94736842105263,17.36842105263158,0.5263157894736842,0.0,0.0,222.0,80.0,0.0,23.415789473684214,41.7,161.61052631578949,0.0,24.01
679,BASHAM,35.904,-120.716,1994,6,541.08,7.2,332.19,200.25,1.44,0,1,43.59090909090909,26.90909090909091,1.5909090909090908,0.0,0.0,227.4090909090909,81.18181818181819,0.0,36.29545454545454,42.92272727272728,315.9090909090908,0.0,24.655909090909088
680,UNNAMED,35.909,-121.202,2000,8,1867.05,586.62,1255.68,16.56,1.17,0,0,53.714285714285715,39.857142857142854,7.285714285714286,0.0,0.0,5.0,0.0,0.0,55.542857142857144,27.2,676.7571428571429,0.0,14.65
681,UNNAMED,35.915,-121.209,2002,6,1385.55,0.0,536.94,758.43,89.46,0,0,42.142857142857146,26.714285714285715,5.428571428571429,0.0,0.0,6.0,0.0,0.0,54.55714285714286,25.0,460.4857142857143,0.0,14.24
683,JOLON,35.92,-120.991,1992,6,639.45,8.91,176.58,354.51,99.45,0,0,37.0,28.0,2.0,0.0,0.0,251.5,48.75,0.0,41.7,39.05,292.3,0.0,24.585
684,PIXLEY,35.922,-119.365,1993,6,544.59,0.09,118.44,420.93,5.13,0,0,48.46666666666667,29.6,1.8,0.0,0.0,243.0909090909091,79.0,0.0,27.94666666666667,39.57272727272727,339.1466666666667,0.0,24.389999999999997
685,PLASKETT 2,35.924,-121.414,2000,7,2356.83,3.51,749.88,1036.08,551.25,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.0,85.66666666666667,28.333333333333332,69.93284063216659,54.812286799367186,33.333333333333336,548.5262273578717,374.4655954594603,18.296666666666667
686,RANGE,35.925,-121.181,2017,6,845.1,0.0,650.61,181.98,0.0,0,0,58.5,34.5,9.0,3.6219934355604733,0.0,230.11111111111111,42.666666666666664,69.93284063216659,74.55000000000001,43.955555555555556,696.7,374.4655954594603,23.470000000000002
687,CHINA LAKE,35.925,-117.486,2005,7,4114.89,0.0,910.8,3188.88,4.14,0,1,31.0,20.263157894736842,0.0,0.0,1.1666666666666667,228.55555555555554,107.77777777777777,0.0,21.473684210526315,44.644444444444446,177.77894736842103,0.0,25.46388888888889
688,UNNAMED,35.927,-121.214,1992,8,4141.71,34.65,2763.99,1281.87,38.07,0,0,37.0,28.0,2.0,0.0,0.0,251.0,34.0,0.0,41.7,37.8,292.3,0.0,24.25
689,TAR,35.928,-120.297,2007,8,2184.21,0.09,399.33,1108.26,676.35,0,0,29.666666666666668,10.555555555555555,0.0,0.0,0.0,242.0,108.2,0.0,16.53333333333333,44.239999999999995,93.23333333333335,0.0,25.647
690,MANTER,35.93,-118.182,2000,7,30818.61,113.85,6662.43,12315.87,8309.52,0,0,32.25,16.833333333333332,1.0,0.0,1.0,202.68421052631578,95.6842105263158,0.0,32.141666666666666,40.56315789473685,186.60833333333332,0.0,23.477368421052635
691,STAGE,35.931,-118.925,2002,6,476.73,0.0,18.27,374.13,84.33,0,0,33.1578947368421,19.526315789473685,2.0,0.0,0.047619047619047616,242.8095238095238,119.38095238095238,0.0,34.18947368421052,41.69523809523811,211.11052631578949,0.0,26.07190476190476
692,UNNAMED,35.933,-121.219,2005,8,15811.56,566.01,9048.15,5585.85,532.98,0,1,64.14285714285714,38.57142857142857,7.428571428571429,0.0,0.0,243.0,90.0,0.0,48.385714285714286,43.9,705.3857142857142,0.0,25.46
693,UNNAMED,35.933,-121.17,1998,8,2162.07,49.59,1461.78,620.46,11.61,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,3.138077881268154,194.99819191814728,61.23320956669523,69.93284063216659,54.812286799367186,39.51175228921307,548.5262273578717,374.4655954594603,21.800804610486804
694,UNNAMED,35.952,-121.278,1996,5,6030.0,74.79,3112.65,2524.95,292.23,0,1,49.0,36.0,5.0,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,47.800000000000004,39.51175228921307,442.5,0.0,21.800804610486804
